8192_1024_ReLU_003_imagenet_dinov2_vitl14_embeddings_train.pth,0.45121112594873625,0.2727292896479062,0.6044383082851817
6144_768_TopKReLU_64_imagenet_vit_b_16_embeddings_train.pth,0.3873154116696726,0.28572223728842105,0.7376991172561532
6144_768_ReLU_003_imagenet_vit_b_16_embeddings_train.pth,0.43047292753475436,0.2702668599247072,0.6278370662528764
6144_768_TopKReLU_256_imagenet_vit_b_16_embeddings_train.pth,0.4024250752521758,0.2796082437422316,0.6948082039048331
8192_1024_TopKReLU_64_imagenet_dinov2_vitl14_embeddings_train.pth,0.38088596667159474,0.2885039830722238,0.7574550083673102
12288_768_ReLU_003_imagenet_vit_b_16_embeddings_train.pth,0.43133322567856885,0.270547858663333,0.6272363049188013
batchtopk/6144_768_TopKReLU_64_imagenet_vit_b_16_embeddings_train.pth,0.3873154116696726,0.28572223728842105,0.7376991172561532
12288_768_TopKReLU_64_imagenet_vit_b_16_embeddings_train.pth,0.3837602854873648,0.28688695655521895,0.7475681236553193

batchtopk/12288_768_TopKReLU_64_imagenet_vit_b_16_embeddings_train.pth,0.3837602854873648,0.28688695655521895,0.7475681236553193

batchtopk/8192_1024_TopKReLU_64_imagenet_dinov2_vitl14_embeddings_train.pth,0.38088596667159474,0.2885039830722238,0.7574550083673102
8192_1024_TopKReLU_256_imagenet_dinov2_vitl14_embeddings_train.pth,0.3845203124257025,0.28748675901787757,0.7476503834200595
12288_768_TopKReLU_256_imagenet_vit_b_16_embeddings_train.pth,0.3919831481146285,0.2837133741499369,0.7237897228861737
batchtopk/12288_768_TopKReLU_256_imagenet_vit_b_16_embeddings_train.pth,0.3919831481146285,0.2837133741499369,0.7237897228861737
batchtopk/6144_768_TopKReLU_256_imagenet_vit_b_16_embeddings_train.pth,0.4024250752521758,0.2796082437422316,0.6948082039048331
